,Text,Label
2489,When I opened the sandwich I was impressed but not in a good way.,0
2490,Will not be back!,0
2491,There was a warm feeling with the service and I felt like their guest for a special treat.,1
2492,An extensive menu provides lots of options for breakfast.,1
2493,I always order from the vegetarian menu during dinner which has a wide array of options to choose from.,1
2494,I have watched their prices inflate portions get smaller and management attitudes grow rapidly!,0
2495,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
2496,I got to enjoy the seafood salad with a fabulous vinegrette.,1
2497,The wontons were thin not thick and chewy almost melt in your mouth.,1
2498,Level 5 spicy was perfect where spice didn't over-whelm the soup.,1
2499,We were sat right on time and our server from the get go was FANTASTIC!,1
2500,Main thing I didn't enjoy is that the crowd is of older crowd around mid 30s and up.,0
2501,When I'm on this side of town this will definitely be a spot I'll hit up again!,1
2502,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
2503,This is a GREAT place to eat!,1
2504,The jalapeno bacon is soooo good.,1
2505,The service was poor and thats being nice.,0
2506,Food was good service was good Prices were good.,1
2507,The place was not clean and the food oh so stale!,0
2508,The chicken dishes are OK the beef is like shoe leather.,0
2509,But the service was beyond bad.,0
2510,"I'm so happy to be here!!!""",1
2511,Tasted like dirt.,0
2512,One of the few places in Phoenix that I would definately go back to again .,1
2513,The block was amazing.,1
2514,It's close to my house it's low-key non-fancy affordable prices good food.,1
2515,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
2516,My sashimi was poor quality being soggy and tasteless.,0
2517,Great time - family dinner on a Sunday night.,1
2518,"the food is not tasty at all not to say its ""real traditional Hunan style"".",0
2519,What did bother me was the slow service.,0
2520,The flair bartenders are absolutely amazing!,1
2521,Their frozen margaritas are WAY too sugary for my taste.,0
2522,These were so good we ordered them twice.,1
2523,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
2524,My girlfriend's veal was very bad.,0
2525,Unfortunately it was not good.,0
2526,I had a pretty satifying experience.,1
2527,Join the club and get awesome offers via email.,1
2528,Perfect for someone (me) who only likes beer ice cold or in this case even colder.,1
2529,Bland and flavorless is a good way of describing the barely tepid meat.,0
2530,The chains which I'm no fan of beat this place easily.,0
2531,The nachos are a MUST HAVE!,1
2532,We will not be coming back.,0
2533,I don't have very many words to say about this place but it does everything pretty well.,1
2534,The staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff.,1
2535,Great atmosphere friendly and fast service.,1
2536,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
2537,Once your food arrives it's meh.,0
2538,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
2539,The classic Maine Lobster Roll was fantastic.,1
2540,My brother in law who works at the mall ate here same day and guess what he was sick all night too.,0
2541,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
2542,The chips and salsa were really good the salsa was very fresh.,1
2543,This place is great!!!!!!!!!!!!!!,1
2544,Mediocre food.,0
2545,Once you get inside you'll be impressed with the place.,1
2546,I'm super pissd.,0
2547,And service was super friendly.,1
2548,Why are these sad little vegetables so overcooked?,0
2549,This place was such a nice surprise!,1
2550,They were golden-crispy and delicious.,1
2551,I had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat.,0
2552,I could eat their bruschetta all day it is devine.,1
2553,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
2554,Lastly the mozzarella sticks they were the best thing we ordered.,1
2555,The first time I ever came here I had an amazing experience I still tell people how awesome the duck was.,1
2556,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
2557,The service was terrible though.,0
2558,This place is overpriced not consistent with their boba and it really is OVERPRICED!,0
2559,It was packed!!,0
2560,I love this place.,1
2561,I can say that the desserts were yummy.,1
2562,The food was terrible.,0
2563,The seasonal fruit was fresh white peach puree.,1
2564,It kept getting worse and worse so now I'm officially done.,0
2565,This place should honestly be blown up.,0
2566,But I definitely would not eat here again.,0
2567,Do not waste your money here!,0
2568,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
2569,The crêpe was delicate and thin and moist.,1
2570,Awful service.,0
2571,Won't ever go here again.,0
2572,Food quality has been horrible.,0
2573,For that price I can think of a few place I would have much rather gone.,0
2574,The service here is fair at best.,0
2575,I do love sushi but I found Kabuki to be over-priced over-hip and under-services.,0
2576,Do yourself a favor and stay away from this dish.,0
2577,Very poor service.,0
2578,No one at the table thought the food was above average or worth the wait that we had for it.,0
2579,Best service and food ever Maria our server was so good and friendly she made our day.,1
2580,They were excellent.,1
2581,I paid the bill but did not tip because I felt the server did a terrible job.,0
2582,Just had lunch here and had a great experience.,1
2583,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
2584,Food is way overpriced and portions are fucking small.,0
2585,I recently tried Caballero's and I have been back every week since!,1
2586,for 40 bucks a head i really expect better food.,0
2587,The food came out at a good pace.,1
2588,I ate there twice on my last visit and especially enjoyed the salmon salad.,1
2589,I won't be back.,0
2590,We could not believe how dirty the oysters were!,0
2591,This place deserves no stars.,0
2592,I would not recommend this place.,0
2593,In fact I'm going to round up to 4 stars just because she was so awesome.,1
2594,To my disbelief each dish qualified as the worst version of these foods I have ever tasted.,0
2595,Bad day or not I have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise!!,0
2596,the potatoes were great and so was the biscuit.,1
2597,I probably would not go here again.,0
2598,So flavorful and has just the perfect amount of heat.,1
2599,The price is reasonable and the service is great.,1
2600,The Wife hated her meal (coconut shrimp) and our friends really did not enjoy their meals either.,0
2601,My fella got the huevos rancheros and they didn't look too appealing.,0
2602,Went in for happy hour great list of wines.,1
2603,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
2604,I probably won't be coming back here.,0
2605,Worst food/service I've had in a while.,0
2606,This place is pretty good nice little vibe in the restaurant.,1
2607,Talk about great customer service of course we will be back.,1
2608,Hot dishes are not hot cold dishes are close to room temp.I watched staff prepare food with BARE HANDS no gloves.Everything is deep fried in oil.,0
2609,I love their fries and their beans.,1
2610,Always a pleasure dealing with him.,1
2611,They have a plethora of salads and sandwiches and everything I've tried gets my seal of approval.,1
2612,This place is awesome if you want something light and healthy during the summer.,1
2613,For sushi on the Strip this is the place to go.,1
2614,The service was great even the manager came and helped with our table.,1
2615,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
2616,I started this review with two stars but I'm editing it to give it only one.,0
2617,this is the worst sushi i have ever eat besides Costco's.,0
2618,All in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting.,1
2619,My boyfriend and i sat at the bar and had a completely delightful experience.,1
2620,Weird vibe from owners.,0
